word_index	gloss
3036	to regard as; to view as
3037	thing; object
3038	in advance; beforehand
3039	experiment; test
3040	career; cause; undertaking
3041	to try out; on probation
3042	applicable; suitable for use
3043	harvest; to gain; reward
3044	to collect; to gather
3045	to watch (TV program)
3046	to guard; to keep watch
3047	first; for the first time
3048	method; means; trick
3049	handmade; manual work
3050	surgery; operation
3051	glove; mitten
3052	procedure; formalities
3053	finger
3054	selling price
3055	vegetables
3056	calligraphy
3057	study (room); den
3058	bookshelf
3059	to input; to enter (data)
3060	comfortable; cozy
3061	skilled; proficient
3062	acquaintance
3063	to count; to consider as
3064	(computer) mouse
3065	to belong to
3066	bunch; bundle; classifier
3067	data
3068	trees
3069	to fall; to drop and break
3070	both sides; both parties
3071	moisture; water content
3072	tax
3073	sleep
3074	along; to follow; smooth
3075	maybe; can't say for sure
3076	to persuade; to convince
3077	to think; to ponder
3078	private; personal
3079	thinking; thought
3080	thought; idea; ideology
3081	everywhere; all around
3082	it seems; as if
3083	all around; on every side
3084	to search; to look for
3085	to search
3086	dormitory
3087	life's joys and sorrows (idiom)
3088	to follow; to comply with
3089	soon after; subsequently
3090	anytime; at any moment
3091	in passing; without extra trouble
3092	as one likes; at will; casual
3093	to break into pieces; broken
3094	to harm; to damage
3095	loss; to lose
3096	to shorten; to reduce
3097	to shrink; to reduce
3098	place; classifier for buildings
3099	lock; to lock
3100	other people; others
3101	desk lamp; table lamp
3102	steps; stairs
3103	wife; Mrs.; madam
3104	to talk; conversation
3105	peach
3106	set; classifier for sets
3107	local specialty
3108	special feature; characteristic
3109	special; unusual
3110	characteristic; unique (to)
3111	characteristic; feature; trait
3112	pain; painful; sore
3113	to advocate; to promote
3114	to submit (a report etc.)
3115	topic; title; exam question
3116	to mention; to bring up
3117	to promote; to raise
3118	to ask a question; to quiz
3119	to realize; understanding
3120	physical strength
3121	to embody; to reflect
3122	to experience firsthand
3123	to replace; instead of; for
3124	sky
3125	the sky; heaven
3126	to fill in; to fill up
3127	dessert
3128	to choose; to pick
3129	to choose; to select
3130	to adjust; to mix; to season
3131	naughty; mischievous
3132	to adjust; adjustment
3133	to challenge; a challenge
3134	high jump (athletics)
3135	long jump (athletics)
3136	to stick; to paste; to post
3137	railroad; railway
3138	to stay; to stop over
3139	usual; usually; normally
3140	to pass through; in use
3141	same; alike; together; with
3142	to sympathize; sympathy
3143	the same; identical
3144	statistics; to add up
3145	to unify; unified
3146	painful; suffering
3147	to throw; to cast; to invest
3148	to invest; to put into
3149	suffix (no meaning)
3150	prominent; outstanding
3151	picture; drawing
3152	books (library, bookstore)
3153	land; soil; territory
3154	potato
3155	rabbit
3156	group; to gather into a ball
3157	team
3158	to push forward; to promote
3159	to popularize; to promote
3160	to recommend
3161	to advance; to push forward
3162	to retreat; to withdraw
3163	to withdraw; to quit; to log out
3164	to return; to refund
3165	to retire
3166	slippers
3167	outside; external
3168	maternal grandfather
3169	outward appearance
3170	maternal grandmother
3171	outward shape; appearance
3172	to bend; a curve; bent
3173	toy
3174	perfect
3175	well-developed; to improve
3176	complete; intact
3177	just in case; in case
3178	to go back and forth; round trip
3179	network; the Internet
3180	to harm; to endanger
3181	smile; to smile
3182	to threaten
3183	to surround; to encircle
3184	as; to act as; to be
3185	to maintain; to keep up
3186	illegal; to break the law
3187	to violate (a law, rule)
3188	scarf
3189	to revolve around; to focus on
3190	to maintain; to repair
3191	only; sole
3192	tail
3193	great; grand
3194	stomach
3195	to feed (an animal, baby etc.)
3196	future
3197	to be located at
3198	position; place; location
3199	warm
3200	literature
3201	stable; steady; to stabilize
3202	questionnaire
3203	to hold; to grasp
3204	bedroom
3205	to shake hands
3206	unrelated; irrelevant
3207	helpless; to have no choice
3208	countless; numberless
3209	unlimited; boundless
3210	invalid; ineffective
3211	dance; dancing
3212	martial arts
3213	stage (theater); arena
3214	multicolored; every color
3215	fog; mist
3216	(consumer) prices
3217	physics
3218	goods; articles; items
3219	property; real estate
3220	matter; substance; material
3221	Western food
3222	drinking straw
3223	to absorb; to take in
3224	suit (business attire)
3225	play; show; drama
3226	department; faculty
3227	detail; particulars
3228	drama; theater; play
3229	system; systematic
3230	to download
3231	in succession; one after another
3232	advanced; cutting-edge
3233	idle; free; at leisure
3234	to seem; to appear
3235	clearly; obviously
3236	to show; to display
3237	county
3238	the scene; on-site
3239	modern; modern times
3240	modernization; to modernize
3241	route; line; circuit
3242	reality; real; realistic
3243	phenomenon
3244	to restrict; restriction; limit
3245	current situation; status quo
3246	countryside; hometown; township
3247	to get along (with sb)
3248	countryside; village
3249	quite; fairly; equivalent to
3250	relative; relatively; opposite
3251	related; relevant
3252	similar; alike
3253	to miss (sb/sth)
3254	noise; sound
3255	to enjoy; pleasure
3256	to imagine; imagination
3257	photo album
3258	project; item; event
3259	eraser; rubber
3260	upward; to strive to improve
3261	symbol; to symbolize
3262	to consume; to spend
3263	consumer
3264	to digest; to absorb
3265	negative; passive
3266	sales volume
3267	to disappear
3268	to sell; sales
3269	Miss; young lady
3270	small-scale; small-sized
3271	less than (<)
3272	efficiency
3273	slanted; tilted
3274	agreement; pact
3275	to write; writing
3276	groom (at a wedding)
3277	psychology; mentality
3278	bride
3279	newcomer; new recruit
3280	to appreciate; to enjoy
3281	mindset; attitude
3282	new type; new kind
3283	envelope
3284	to trust
3285	credit; trustworthiness
3286	itinerary; journey
3287	to form; to take shape
3288	action; to act
3289	pedestrian
3290	to describe
3291	form; format
3292	situation; circumstances
3293	to travel; to drive (vehicles)
3294	behavior; conduct
3295	image; figure; vivid
3296	shape; form
3297	to walk
3298	lucky; fortunate
3299	nature; character (of a thing)
3300	to revise; to modify
3301	to build; to construct
3302	leisure; relaxation
3303	to need; to require
3304	need; demand
3305	open-minded; humble
3306	to announce; to declare
3307	to publicize; propaganda
3308	athlete; contestant
3309	course credit
3310	academic subject; discipline
3311	educational background
3312	academic year
3313	academic; scholarly
3314	scholar
3315	ice cream bar; popsicle
3316	to inquire; to ask
3317	to look for; to seek
3318	to train; training
3319	rapid; fast
3320	ah! (expresses surprise)
3321	deposit; down payment
3322	lucky money (New Year gift)
3323	duck
3324	tooth
3325	along; edge
3326	to extend; to prolong
3327	research and development
3328	serious; solemn
3329	to research and develop
3330	eye
3331	to give a speech; lecture
3332	tear; teardrop
3333	balcony; porch
3334	style; type
3335	waist
3336	to shake; to rock
3337	to bite
3338	otherwise; or else
3339	if it weren't for
3340	medicine; medication
3341	medicine; medication
3342	nighttime; at night
3343	night market
3344	business; professional work
3345	spare-time; amateur
3346	basis; according to
3347	to rely on; to depend on
3348	medical treatment
3349	still; as before
3350	medicine; medical science
3351	to move; to shift
3352	one-time; disposable
3353	generation
3354	once (something happens)
3355	to move; mobile
3356	regret; to regret
3357	the whole way; all along
3358	have a good trip! (idiom)
3359	question; doubt
3360	consistent; unanimous
3361	second in a list; letter B
3362	in order to; by means of
3363	and; as well as
3364	since (a point in time)
3365	hundred million
3366	consciousness; to realize
3367	unexpected; accident
3368	to mean; to imply
3369	duty; obligation
3370	meaning; significance
3371	therefore; as a result
3372	volume (of sound)
3373	factor; element
3374	to introduce (from elsewhere)
3375	food and drink; diet
3376	to print; printing
3377	should; ought to
3378	to welcome; to greet
3379	to welcome; to greet
3380	nutrition
3381	to do business; to trade
3382	film; movie
3383	movies and TV
3384	hard; stiff
3385	to deal with; to respond
3386	hardware
3387	to apply; application
3388	to hug; to embrace
3389	to have; to possess
3390	courage
3391	usage; how to use it
3392	user; customer
3393	to exert effort; use force
3394	supplies; goods
3395	use; application
3396	discounted; preferential
3397	long-standing (history)
3398	fine; first-rate
3399	graceful; elegant
3400	advantage; superiority
3401	excellent quality
3402	from this; hereby
3403	to mail; to send by post
3404	post office
3405	to go sightseeing; to tour
3406	postage stamp
3407	fried dough stick (food)
3408	to hesitate
3409	harmful
3410	powerful; forceful
3411	advantageous; favorable
3412	limited; finite
3413	beneficial; useful
3414	to help; to contribute to
3415	kindergarten
3416	entertainment; to entertain
3417	tone (of speech)
3418	rainwater; rainfall
3419	Chinese (school subject)
3420	voice; pronunciation
3421	forecast
3422	to predict; to forecast
3423	to book ahead; to reserve
3424	to prevent; to guard against
3425	to estimate; to predict
3426	corn; maize
3427	to make an appointment
3428	original; former
3429	round; circle
3430	original; former
3431	New Year's Day
3432	staff; employee
3433	principle
3434	to wish; to be willing
3435	wish; desire
3436	to agree on; to arrange
3437	to transport; fortune
3438	shipping fee; freight
3439	luck
3440	to transport; transportation
3441	to use; to apply
3442	to be present; on the scene
3443	to care about; to mind
3444	included; among them
3445	online
3446	to lie in; to depend on
3447	to approve; to endorse
3448	terrible; in a bad state
3449	terrible; too bad
3450	early period; early stage
3451	sooner or later
3452	long ago; for a long time
3453	to make; to build
3454	to cause; to bring about
3455	to increase; to add to
3456	to enhance; to promote
3457	to strengthen; to increase
3458	to give as a gift
3459	to give as a gift
3460	to deep-fry
3461	to pick (fruit, flowers)
3462	narrow
3463	to exhibit; on display
3464	to unfold; to launch
3465	exhibition; to exhibit
3466	to display; to show
3467	to reveal; to unfold
3468	to occupy; to take up
3469	platform (train station)
3470	busy (phone line)
3471	to rise (prices, water)
3472	to rise in price
3473	applause
3474	to master; to grasp
3475	account; username
3476	account (bank, online)
3477	to catch a cold
3478	to convene (a meeting)
3479	discount
3480	philosophy
3481	sincere; genuine
3482	to target; aimed at
3483	precious
3484	true; real
3485	to treasure; to cherish
3486	to diagnose
3487	classifier for a burst, spell
3488	to strive for; to argue
3489	to strive for; to fight for
3490	neat; tidy
3491	the whole; overall
3492	a whole; a full amount
3493	to earn (money)
3494	government
3495	evidence; proof
3496	just as; precisely as
3497	certificate
3498	politics; political
3499	classifier for pens and guns
3500	well-known; famous
3501	straight; frank
3502	to livestream; live broadcast
3503	workplace
3504	employee; staff
3505	to carry out; to implement
3506	to stop
3507	to guide; to instruct
3508	to; until
3509	to govern; to treat illness
3510	to work out; to formulate
3511	to draw up; to formulate
3512	system; institution
3513	wisdom
3514	so far; until now
3515	to treat illness; therapy
3516	smart; intelligent (device)
3517	volunteer
3518	to manufacture; to make
3519	to make; to produce
3520	China; Chinese (formal term)
3521	the Chinese nation
3522	intermediate level
3523	agency; intermediary
3524	mid-term; middle period
3525	Chinese and foreign
3526	center
3527	traditional Chinese medicine
3528	Chinese medicine; TCM doctor
3529	kind; type; category
3530	seed
3531	major; significant
3532	numerous
3533	weight
3534	to plant; to grow
3535	anniversary
3536	pig
3537	step by step
3538	gradually
3539	bamboo
3540	to cook; to boil
3541	to host; to preside over
3542	proactive; own initiative
3543	subjective
3544	owner; host
3545	director; head
3546	staple food
3547	theme; topic
3548	chairperson; chairman
3549	to register; to enroll
3550	housing
3551	to stay; accommodation
3552	address
3553	to emphasize; to focus on
3554	to grab; to catch
3555	to grasp firmly; hurry up
3556	expert; specialist
3557	focused; attentive
3558	to change; to transform
3559	to pass on (a message)
3560	to decorate; decoration
3561	to renovate; to decorate
3562	to bump into; to crash into
3563	condition; situation
3564	state; condition
3565	to chase; to pursue
3566	to pursue (a goal); to woo
3567	qualifications
3568	funds; capital
3569	posture
3570	to consult; to seek advice
3571	resource
3572	purple
3573	children (sons and daughters)
3574	since (a point in time)
3575	automatic; automatically
3576	self-aware; conscientious
3577	letter (of the alphabet)
3578	itself; oneself
3579	free; freedom
3580	comprehensive; to integrate
3581	headquarters
3582	altogether; in total
3583	total; sum
3584	overall; as a whole
3585	president (of a country)
3586	in short; in a word
3587	rent
3588	ethnic group; clan
3589	enough; sufficient
3590	to form; to make up
3591	to combine; combination
3592	to prevent; to block
3593	to organize; organization
3594	mouth
3595	drunk; intoxicated
3596	at first; initially
3597	best; optimal
3598	to respect; to revere
3599	to abide by; to comply with
3600	to make (a decision, choice)
3601	bank; shore
3602	case; example
3603	to massage; massage
3604	to hint; to suggest
3605	expensive
3606	in vain; for nothing
3607	white-collar worker
3608	to arrange; to display
3609	to arrange; to set out
3610	percentage point
3611	general merchandise
3612	to break free from; to shake off
3613	to lose; to be defeated
3614	to visit; to call on
3615	to visit for New Year
3616	edition; page (of a newspaper)
3617	version; edition
3618	to accompany; to go along with
3619	to play the role of
3620	role model; example
3621	baseball
3622	to take care of; to keep safe
3623	health care
3624	to keep warm
3625	warranty; to guarantee repair
3626	to guarantee; safeguard
3627	to explode; to burst
3628	to erupt; to break out
3629	newspapers and periodicals
3630	violence; force
3631	to expose; to reveal
3632	newspaper (company)
3633	to explode; explosion
3634	pessimistic
3635	tragedy
3636	sad; sorrowful
3637	the North Pole; the Arctic
3638	North America
3639	passive
3640	to be forced; to be compelled
3641	vest; sleeveless top
3642	spare; backup
3643	to multiply; to increase greatly
3644	to run; to dash
3645	instinct
3646	itself; in itself
3647	native land; local
3648	to force; to compel
3649	example; analogy
3650	proportion; specific gravity
3651	to close; to shut
3652	to avoid; to escape
3653	required (course); compulsory
3654	to compile; to edit; to make up
3655	to edit; editor
3656	to compile; to write
3657	everywhere; all over
3658	convenient and fast
3659	to go bad; to deteriorate
3660	soldier; troops
3661	virus
3662	to broadcast; to sow (seeds)
3663	to sow seeds
3664	expo; trade fair
3665	weak; frail
3666	neck
3667	impatient
3668	regardless of; in spite of
3669	unexpectedly
3670	unwell; indisposed
3671	not likely to go so far as
3672	to mend; to make up for
3673	to catch; to capture
3674	to compensate; to make up
3675	to make up a missed lesson
3676	to subsidize; subsidy
3677	to take extra lessons; tutoring
3678	cloth
3679	uneasy; anxious
3680	never; not yet
3681	won't do; can that be?
3682	must not; cannot
3683	army; troops
3684	can't help (doing sth)
3685	from time to time
3686	part (of the body)
3687	not allowed; must not
3688	unsuitable; inadvisable
3689	endlessly (after a verb)
3690	to arrange; to decorate
3691	more than; not limited to
3692	step; procedure
3693	to guess; to speculate
3694	property; assets
3695	wealth; riches
3696	talent (esp. artistic)
3697	talent; ability
3698	finance; financial affairs
3699	property; belongings
3700	material (that sth is made of)
3701	to step on; to tread
3702	to purchase; to procure
3703	rainbow
3704	to gather; to collect
3705	to adopt (a suggestion)
3706	lottery ticket
3707	to exhibit at a trade show
3708	disability; handicap
3709	warehouse; storehouse
3710	grassland; prairie
3711	the side; to lean
3712	to plan; to scheme
3713	to measure; to survey
3714	strategy; tactics
3715	level; layer
3716	aspect; level
3717	fork; to cross
3718	difference; discrepancy
3719	electrical socket; outlet
3720	to inquire; to check
3721	to tear down; to demolish
3722	to produce; output
3723	place of origin
3724	intestines
3725	length; mishap
3726	convention; routine
3727	all year round
3728	long-lived; longevity
3729	room temperature
3730	screening (of a film)
3731	site; venue
3732	venue; arena
3733	occasion; situation
3734	factory; manufacturer
3735	scene; situation
3736	scene; spectacle
3737	manufacturer; producer
3738	unobstructed; free-flowing
3739	to sell well; bestselling
3740	to copy; to plagiarize
3741	to surpass; to exceed
3742	dynasty
3743	trend; current
3744	damp; moist
3745	to mock; to ridicule
3746	to trade stocks
3747	to quarrel; to argue
3748	to withdraw; to retract
3749	to revoke; to cancel
3750	heavy; serious
3751	while; taking advantage of
3752	to prop up; to hold up
3753	title; designation
3754	to address (sb) as
3755	to be called; to be known as
3756	one tenth; unit of 10%
3757	to ride (a vehicle); to multiply
3758	to hold; to contain (food)
3759	to undertake; to host
3760	to punish; punishment
3761	to close a deal
3762	to promise; a commitment
3763	countless; thousands upon thousands
3764	to appear; to present itself
3765	effect; result
3766	honesty; trustworthiness
3767	idiom; set phrase
3768	town
3769	lasting; enduring
3770	to hold (a view, document)
3771	Chinese foot; a ruler
3772	size; dimensions
3773	impulse; impulsive
3774	to strike; to impact
3775	substantial; to enrich
3776	conflict; to clash
3777	to worship; adoration
3778	to rebuild
3779	towards; strong (smell/taste)
3780	to draw a prize; raffle
3781	abstract
3782	to worry
3783	to prepare (for an event)
3784	initial; preliminary
3785	to appear; to come on stage
3786	elementary
3787	to leave the country
3788	to exert effort; to help
3789	well-known; to become famous
3790	discrepancy; a difference
3791	to show; to produce (a document)
3792	to go on an outing
3793	to stem from; out of
3794	to remove; except (for)
3795	unless; only if
3796	to store; to stockpile
3797	to penalize; to punish
3798	to save money; savings
3799	everywhere; in every way
3800	to pass through; to cross
3801	to pass on (a tradition)
3802	to convey; to pass on
3803	to infect; contagious
3804	infectious disease
3805	to teach; to pass on (skills)
3806	to transmit (e.g. data)
3807	fax
3808	ship; vessel
3809	skewer; string of (classifier)
3810	window; (service) counter
3811	to rush; to barge in
3812	to found; to establish
3813	to found; to establish
3814	to establish; to found
3815	creativity; creative idea
3816	perpendicular; vertical
3817	pure; simple
3818	porcelain; chinaware
3819	this moment; now
3820	thorn; to stab
3821	number of times; frequency
3822	hurried; in a rush
3823	hasty; hurried
3824	never
3825	to work (in a trade)
3826	vinegar; jealousy (in love)
3827	crisp; crunchy
3828	fragile; frail
3829	village
3830	to store; storage
3831	inch (Chinese unit)
3832	setback; frustration
3833	to put up; to take (a vehicle)
3834	to pair up; to match
3835	to reply; to respond
3836	to deal with; to interact
3837	to move (emotionally)
3838	to strike; to crack down on
3839	to fight; to scuffle
3840	to clock in/out; to check in
3841	to thunder
3842	to create; to build
3843	to fight a battle
3844	minister (of a monarchy)
3845	astounded; taken aback
3846	the earth; mother earth
3847	mostly; for the most part
3848	generous; poised
3849	substantially; by a large margin
3850	everybody; all of us
3851	ambassador
3852	master; grandmaster
3853	Oceania
3854	roughly; approximately
3855	foolish; blank (expression)
3856	to wait; to treat (sb)
3857	cost; price (fig.)
3858	loan; to take out a loan
3859	to act as agent; proxy
3860	to lead; to guide
3861	simple; naive
3862	monotonous
3863	to delay; to hold up
3864	to worry; to be concerned
3865	protein
3866	to be born
3867	on the spot
3868	at that time; originally
3869	the present era
3870	nowadays; the present day
3871	to sb's face; in person
3872	right now; the present moment
3873	to be elected
3874	file; record; archive
3875	that same day
3876	island
3877	to go bankrupt; to close down
3878	to change buses or trains
3879	mentor; academic advisor
3880	morality; ethics
3881	actually; contrary to expectation
3882	all right!; that's enough!
3883	to be able to (thanks to sth)
3884	to learn (of); to find out
3885	lantern
3886	grade; rank
3887	to drip; a drop (of liquid)
3888	low-carbon
3889	to arrive; to reach
3890	to resist; resistance
3891	authentic; genuine
3892	regional; local (government)
3893	terrain; topography
3894	region; area
3895	geology
3896	to click (a link)
3897	ceremony
3898	to ignite; to light
3899	typical; model example
3900	electric rice cooker
3901	electric power
3902	store; shop
3903	power source
3904	to hang; to suspend
3905	to transfer; to mobilize
3906	to fish; to angle
3907	to fall; to tumble
3908	top; classifier for hats
3909	order (for goods)
3910	to get engaged
3911	to set a price; price
3912	timed; to set a time
3913	to position; positioning
3914	definition; to define
3915	custom-made; to order custom
3916	classifier for buildings
3917	motive; motivation
3918	motive power; motivation
3919	anime and comics
3920	trend; movement; dynamic
3921	pleasant to listen to
3922	to tease; funny; amusing
3923	to struggle; a struggle
3924	city; metropolis
3925	poison; poisonous
3926	to cross (a river); to ferry
3927	to carry; to hold level
3928	a shortage
3929	symmetrical
3930	to join up; to dock
3931	to resist; to confront
3932	to oppose; opposing
3933	to correspond; corresponding
3934	to squat; to crouch
3935	immediately; suddenly
3936	multitalented
3937	thanks to; luckily
3938	multimedia
3939	superfluous; unnecessary
3940	multiple; diverse
3941	to seize; to snatch
3942	to seize; to capture
3943	to hide; to avoid; to dodge
3944	nauseated; disgusting
3945	vile; very bad
3946	pediatrics
3947	earring
3948	carbon dioxide
3949	to fall ill; to get sick
3950	to worry; to fret
3951	to generate electricity
3952	to launch; to mobilize
3953	to issue; to grant
3954	to shine; to glow
3955	receipt; invoice
3956	to publish; to release
3957	to become inflamed
3958	to grow; to develop (body)
3959	legal; statutory
3960	judge (in court)
3961	laws and regulations
3962	classifier for efforts made
3963	busy; bustling
3964	every; any; all
3965	to breed; to reproduce
3966	feedback; to give feedback
3967	to reflect on; to review
3968	to violate; to commit a crime
3969	all sides; every aspect
3970	direction; bearing
3971	dialect
3972	to hinder; to obstruct
3973	housing price
3974	to prevent and treat disease
3975	to interview; an interview
3976	to enlarge; to magnify
3977	to release (to fly)
3978	rapidly; at high speed
3979	fat; loose-fitting (clothes)
3980	fat; obese
3981	fertile (soil)
3982	lung
3983	pneumonia
3984	to divide up work
3985	to rank; to grade
3986	in installments; by stages
3987	scattered; to scatter
3988	atmosphere; ambience
3989	powder; pink
3990	angry; furious
3991	to seal off; to close
3992	scenery; view
3993	wind force; wind power
3994	a bumper harvest
3995	wind and rain
3996	to dedicate; to devote
3997	lady; madam; Mrs.
3998	to obey; to be convinced
3999	to float
4000	to obey; to comply with
4001	extent; range; margin
4002	symbol; sign
4003	welfare; benefits
4004	to take (medicine)
4005	to tutor; to coach
4006	to assist; auxiliary
4007	deputy; vice-; secondary
4008	to cover
4009	attachment; accessory
4010	negative
4011	prosperous; well-off
4012	to bestow; to grant
4013	should; probably; that
4014	to adapt (a story, etc.)
4015	to transform; to reform
4016	probability
4017	liver
4018	straightforward; simply
4019	awkward; embarrassed
4020	dry; arid
4021	to disturb; to interfere
4022	dry (weather, skin, etc.)
4023	to be grateful
4024	hurriedly; hastily
4025	to infect; infection
4026	impressions; thoughts
4027	fountain pen
4028	port; harbor
4029	post; job position
4030	high-rise; high-level
4031	excellent; superb
4032	advanced; higher (education)
4033	high-end
4034	peak; summit
4035	noble; lofty
4036	an expert; a master
4037	high technology
4038	plateau
4039	manuscript; article
4040	draft; manuscript
4041	to cut
4042	to sing
4043	next door
4044	revolution; revolutionary
4045	an individual
4046	to give; to grant
4047	in front (of); nearby
4048	to follow
4049	to track; to follow
4050	public; fair; just
4051	palace
4052	public security; police
4053	construction site
4054	time; effort; skill
4055	announcement; to announce
4056	to supply; to provide
4057	to attack
4058	open; public; to disclose
4059	citizen
4060	generally recognized
4061	effect; efficacy
4062	work procedure; process
4063	public welfare
4064	to supply; to provide
4065	AD (of the calendar era)
4066	just; fair
4067	the public
4068	princess
4069	to strengthen; to consolidate
4070	to total; to add up to
4071	ditch; gutter
4072	structure; composition
4073	lonely; solitary
4074	aunt (father's sister)
4075	classical
4076	historic site
4077	stock; share (finance)
4078	people of ancient times
4079	the stock market
4080	bone
4081	to inspire; to encourage
4082	to look after; to consider
4083	a solid (physical state)
4084	adviser; consultant
4085	malfunction; breakdown
4086	to turn (a corner); to kidnap
4087	to turn a corner
4088	government official
4089	to care for; to cherish
4090	official; government-issued
4091	to sightsee; tourism
4092	to care for; concern
4093	to be related; connection
4094	to view; to admire (scenery)
4095	an official
4096	pipeline; tubing
4097	can; jar; pot
4098	wide; vast
4099	to return; to belong to
4100	standard; norm; to regulate
4101	a plan; to plan
4102	to return (something)
4103	rules; well-behaved
4104	track; orbit
4105	to kneel
4106	precious; valuable
4107	a stick; a rod
4108	national treasure
4109	domestically made
4110	national anthem
4111	national flag
4112	a country's conditions
4113	king
4114	transition; interim
4115	afterward; after that
4116	outdated; old-fashioned
4117	at home and abroad
4118	seacoast; coast
4119	altitude (above sea level)
4120	sea surface
4121	sea area; waters
4122	to harm; harm
4123	cold winter
4124	meaning; implication
4125	rare; rarely seen
4126	a drought
4127	aviation
4128	not at all
4129	to have none at all
4130	millimeter
4131	milliliter
4132	very; extremely (emphatic)
4133	a favorable impression
4134	with great difficulty
4135	hospitable
4136	eager to learn; studious
4137	to call on; to appeal to
4138	to merge; to annex
4139	to synthesize; synthetic
4140	peace; peaceful
4141	harmonious
4142	core; center
4143	hey!
4144	dark; darkness
4145	trace; mark
4146	ruthless; harsh
4147	to hate
4148	horizontal; across
4149	to weigh up; to consider
4150	grand; great in scale
4151	flood
4152	descendants; later generations
4153	later period; late stage
4154	later generations
4155	to retreat; to back away
4156	the latter
4157	to overlook; to ignore
4158	a pot; a kettle
4159	beard; mustache
4160	classifier for households
4161	to help each other
4162	a flower
4163	peanut
4164	to ice-skate
4165	to slide; to glide
4166	to ski
4167	to draw (a line); to allocate
4168	to divide up; to partition
4169	fossil
4170	microphone
4171	to put on makeup
4172	to think of; to harbor feelings
4173	to miss; to reminisce about
4174	to be pregnant
4175	happy; joyous
4176	ring; to surround
4177	to restore; to revert
4178	to suffer from an illness
4179	to fantasize; a fantasy
4180	a patient (medical)
4181	yellow
4182	emperor
4183	dust
4184	discouraged; to lose heart
4185	to repay; to reciprocate
4186	to look back; to review
4187	to turn around; later
4188	to remit (money)
4189	to report to a superior
4190	to draw; to paint
4191	to meet with (formally)
4192	to remit money; remittance
4193	marriage
4194	to mix; to muddle along
4195	to mix; to blend
4196	chaotic; disorderly
4197	energy; vitality
4198	active; lively
4199	a match (for fire)
4200	a fire (disaster)
4201	currency; money
4202	truck; freight van
4203	to defeat; to beat
4204	base (of operations)
4205	motor vehicle
4206	hungry; starving
4207	to arouse; to stimulate
4208	fund (financial)
4209	to motivate; to encourage
4210	passion; fervor
4211	machine; mechanical
4212	gene
4213	opportunity; lucky break
4214	mechanism (system, process)
4215	even if; even though
4216	extreme
4217	to give first aid
4218	eager; impatient
4219	group; conglomerate
4220	extremely
4221	lucky; auspicious
4222	to inherit; to carry on
4223	third place; bronze medal
4224	discipline (rules of conduct)
4225	lonely; lonesome
4226	skill; technique
4227	craft; artistic skill
4228	to clip; to squeeze between
4229	to double
4230	everyday family life
4231	every household
4232	to intensify; to worsen
4233	home; residence
4234	family member; dependent
4235	to apply an action to sth
4236	home; homeland
4237	to worsen; to intensify
4238	to suppose; hypothesis
4239	to marry (of a woman)
4240	pointed; sharp
4241	shoulder
4242	to monitor
4243	firm; resolute
4244	to supervise
4245	sturdy; solid
4246	firm; resolute
4247	difficult; hard
4248	hardship; arduous
4249	hard; solid
4250	part-time job; to moonlight
4251	to detect; to test
4252	to simplify
4253	brief introduction; summary
4254	to weaken; to diminish
4255	to reduce pressure; to relax
4256	to inspect; to test
4257	sword
4258	arrow
4259	to appraise; to authenticate
4260	gap; interval
4261	indirect
4262	sound; robust
4263	building; structure
4264	general (military rank)
4265	to explain
4266	medal (prize)
4267	prize; award
4268	paste; sauce; jam
4269	soy sauce
4270	adhesive tape
4271	focal point; focus
4272	social interaction
4273	anxious; worried
4274	glue
4275	to chat; to converse
4276	outskirts
4277	corner; nook
4278	footprint
4279	relatively; fairly
4280	lesson; to lecture sb
4281	to bear fruit (of a plant)
4282	to bear fruit
4283	one after another
4284	sturdy; strong
4285	street
4286	outstanding; distinguished
4287	to conserve energy
4288	ending; conclusion
4289	up to (a certain date)
4290	to end; to close (deadline)
4291	rhythm; tempo
4292	to untie; to solve
4293	to answer; to solve
4294	to interpret; to decode
4295	to liberate; liberation
4296	to explain; to narrate
4297	to learn from (others)
4298	(finger) ring
4299	with the help of
4300	sum of money; amount
4301	gold medal
4302	money
4303	finance; banking
4304	metal
4305	gold
4306	to use up; to exhaust
4307	and then; and further
4308	progress; rate of progress
4309	to evolve; evolution
4310	recently; lately
4311	nearsighted; myopic
4312	to make progress
4313	exquisite; fine
4314	accurate; precise
4315	astonishing
4316	to do business
4317	to master; to be proficient
4318	meticulous; with care
4319	amazed; astonished
4320	delicate; exquisite
4321	precise; accurate
4322	a well (for water)
4323	to warn
4324	landscape; scenery
4325	scene; sight
4326	cervical vertebra (neck)
4327	net (as in net income)
4328	to compete; contest
4329	camera lens; shot
4330	dispute
4331	to correct
4332	alcohol (ethanol)
4333	drinks (on a menu)
4334	to attend school
4335	maternal uncle
4336	Help!; to save a life
4337	even if
4338	to rescue; to help
4339	to provide disaster relief
4340	to help; aid
4341	classifier for game rounds
4342	situation; state of affairs
4343	chrysanthemum
4344	situation; state of affairs
4345	to limit; to confine
4346	action; move
4347	script; screenplay
4348	to gather; assemble
4349	club
4350	intense; violent
4351	to donate money; donation
4352	to donate
4353	to roll up; a roll
4354	volume; examination paper
4355	policy decision
4356	to despair; desperate
4357	army; troops
4358	soldier; military personnel
4359	even; evenly distributed
4360	card
4361	to start; to found
4362	switch (power, valve)
4363	to start; to open
4364	to open (a business)
4365	beginning; to start
4366	to chop; to cut down
